Region and State,Total,Inter-governmental,Direct: Total,Elementary and Secondary Education,Higher Education,Public Welfare,Health and hospitals,Highways,Police,All Other,Exhibit: Personal Income,year
Missouri,31024.058051770004,3.973251791,31020.082976549995,7608.461726547999,2723.727011031,5714.09769159,3023.2306945679998,2567.7910098089997,1079.245686233,8303.532803629,182342.9,2004
Nebraska,10788.098050655,17.9650859391,10770.128839282,2591.3140997363,1306.5761893799,1943.0127706098997,728.2870096227,1033.6498588575998,282.68592843429997,2884.6047506843997,58934.77,2004
North Dakota,4158.567189719,0.0,4158.567189719,890.8161278103,569.9440950443,718.9029979935,115.2569309555,501.4690897620001,85.1229186733,1277.0540675066,19239.47,2004
South Dakota,4180.0942534880005,0.0,4180.0942534880005,964.2071481424001,390.7271026944,711.0560086816001,195.1751045472,609.534943536,123.93191238880001,1185.4620334976,25126.24,2004
Alabama,27088.96774747,0.0,27088.96774747,5415.7050839230005,3375.292529458,4623.716306978,4567.669057484,1603.822553915,770.392709043,6732.369506669,130774.3,2004
Arkansas,14604.843747254,0.4232801144,14604.421947140001,3418.0838638062,1663.5752096148,3011.8866540231998,1074.9383505238002,1279.4078057858,440.89507916080004,3715.6327642248007,74000.02,2004
Florida,100527.60019032001,0.0,100527.60019032001,21392.173546542,6757.467671207999,16218.433616033999,8779.171300716,7029.479804826,5014.99946829,35335.862921796004,593045.4,2004
Georgia,50210.21229807,0.0,50210.21229807,13481.10619633,4479.026654924,8575.14059024,5118.713929016,2442.013546155,1664.168895989,14450.036959342,276303.7,2004
Kentucky,23292.9947712,0.0,23292.9947712,4560.89128924,2520.3102446,5267.77056984,1547.41099772,1946.0734148800002,595.72727388,6854.813310879999,116492.0,2004
Louisiana,27261.007595400002,0.0,27261.007595400002,5635.104246488,2290.795579492,4079.1141157200004,3666.5745733080003,1683.76166056,986.687393424,8918.970026408,125423.6,2004
Mississippi,17214.5889786,0.0,17214.5889786,3406.7910613239997,1911.731670847,3798.60011183,2341.7466922609997,1335.724021434,507.46074093399994,3912.531759694,73006.9,2004
North Carolina,48634.772125519994,0.0,48634.772125519994,10042.713319807,6744.951388867999,8760.138029271999,5951.42769606,3467.867865924,1622.5472962439999,12045.134436957998,263587.1,2004
South Carolina,25713.79776798,0.0,25713.79776798,5963.165502012001,2323.2652104940003,4930.721616632,3586.802772266,1603.8064685840002,730.636234112,6575.398782202,118167.8,2004
Tennessee,31768.941850500003,0.0,31768.941850500003,6775.860344584001,2674.516966324,7811.437982952,3723.076258892,1791.2671553799998,1092.700573652,7900.084397118,182840.2,2004
Virginia,42937.82284512,1.3323313919999997,42936.496159199996,11192.422045391999,4310.57191824,6214.682359872,3550.8861558239996,2741.4016848959996,1505.0404941599998,13421.477387135998,282273.6,2004
West Virginia,10613.528682888,9.898824378699999,10603.630322349998,2408.3527548586003,1028.7931065116,2261.6756571825003,570.1548438028,1013.4279194833999,217.6470439796,3103.5785326908,46384.07,2004
Arizona,30079.929193599994,0.0,30079.929193599994,6529.728861303999,3127.7492097719996,4954.366201311999,2015.771419288,2076.1885609079995,1416.8823387839998,9959.237477068,170838.8,2004
New Mexico,12621.88279485,0.0,12621.88279485,2838.447182865,1572.428958835,2555.8290826599996,859.086223765,820.0402504,445.40983816,3530.639165585,52314.5,2004
Oklahoma,18050.66284089,41.261906196,18009.398875099996,4315.7360852169995,2283.481135973,3527.1247511959996,1305.255339936,1293.827682627,581.778666165,4702.199333174,102979.7,2004
Texas,123866.61676813,0.0,123866.61676813,34630.523738438,13972.545422142,18203.700877853,10301.197163401,8412.065379221,4295.516230924,34051.040115435,696017.9,2004
Colorado,28408.129138350003,2.9192682480000003,28405.196540110002,6541.123716841999,2877.5370417950003,3182.733873631,2426.904998492,2439.1419311479995,1098.384675804,9839.376967394,166624.9,2004
Idaho,7539.952423626,0.0,7539.952423626,1705.4923903059,825.8901509207999,1246.1302920402,715.852009614,653.620139382,250.40786711010003,2142.5603807832,40326.51,2004
Montana,5546.610171773999,0.0,5546.610171773999,1222.0549973091,592.5619879785,775.8910614222001,354.62293046279996,623.8139683787999,167.3500059576,1810.3160045906998,26144.19,2004
Utah,13906.950156207,0.4740827661,13906.474089831001,2996.1052236636,2230.6149555777,2007.4019783438998,1004.9814093624,995.3972675289,469.771720584,4202.2035183804,66120.33,2004
Wyoming,4531.414023336,0.0,4531.414023336,942.8702372862,422.26713121800003,510.01416157680006,696.8871670674,520.1100819954,138.03603036180002,1301.2292138304,18152.58,2004
California,263970.2887635,3422.90603325,260547.448821,58948.137593399995,22053.54478635,39609.15139995,25063.2514506,11138.591333100001,11501.680695449999,92233.05190769999,1321815.0,2004
Nevada,13509.935659091001,1.0916098264,13508.83902652,3058.5768846951996,995.3899452219001,1454.4453621871,980.8013835312,1419.0751947139001,705.0627504804,4895.4900170626,83712.41,2004
Oregon,22108.343166000002,0.0,22108.343166000002,4711.40288082,2621.70106596,3522.8821032,1630.85690394,1365.3735305399998,828.92266254,7427.204019000001,112842.0,2004
Washington,42631.15651704,11.658584412,42619.482064439995,8920.825534403999,4383.920166948,6495.239252448,4753.864301328,2654.6798458800004,1195.7314385519999,14215.228325532,226688.4,2004
Alaska,8493.2300375,0.0,8493.2300375,1619.5913986000003,581.3661113,1374.5693002,241.10803295,952.58915215,187.49908802500002,3536.50718975,23547.5,2004
Hawaii,8673.581330835,0.2489283582,8673.331541133,1675.0673466732003,770.3191405755001,1367.2889653539,673.6668914337,352.00020268320003,263.7680198583,3571.2205438833003,43067.19,2004
Connecticut,25873.8230361,0.0,25873.8230361,6780.84561609,1947.6679641900002,4343.56648596,1751.1152119500002,1266.66891585,837.52234683,8946.43307025,171249.0,2005
Maine,9509.77285378,12.513054938000002,9497.261075119999,2054.411082968,669.1019297059999,2333.561159684,624.731274184,705.5039308219999,216.12917077999995,2893.821250698,42542.6,2005
Massachusetts,48740.43732636001,199.155746795,48541.295863130006,11006.603807283,3115.8654332209994,10105.733649307,2234.0866882239998,2297.1114904300002,1573.5432247989997,18208.334429588,285671.3,2005
New Hampshire,7851.8313934200005,0.0,7851.8313934200005,2133.3461383440003,673.3910818580001,1623.7261001699999,180.63998454400001,534.361321468,252.948926534,2453.4163102079997,51009.8,2005
Rhode Island,7916.649311097999,27.3139685786,7889.3384642050005,1839.3073009982,516.0540409606999,2079.5510541421004,265.3702005383,376.4171419657,291.385938118,2521.2512266392,39021.07,2005
Vermont,4722.286589841,0.6279479568,4721.658212958,1203.7071760674,585.8921718162001,1122.8211311238,133.6401072078,363.3620423097001,134.3281048326,1177.9083374529,21446.31,2005
Delaware,6845.3929967839995,1.0801253152,6844.31416736,1455.1231832544,817.320199704,1122.4990136032,368.97391781119995,610.6041710991999,237.638908392,2232.1550974688,32397.28,2005
District of Columbia,7120.148717392,0.0,7120.148717392,1390.9210089376,102.1819205161,1761.4131999561002,640.2380671789,79.24385125810001,436.0190515633,2710.1309855565,31621.27,2005
Maryland,36754.1059025,0.0,36754.1059025,8960.277410350001,3851.07646868,5958.68984998,1889.4313004700002,2257.46340204,1494.49104707,12342.666627550001,244909.0,2005
New Jersey,67154.12788127999,0.0,67154.12788127999,20963.990957343998,4784.44501872,11208.282277631999,3114.3589874239997,3141.920680016,2831.0724852959997,21110.045860143997,387156.8,2005
New York,184750.15615507,629.002135113,184121.16197486,42402.281972699006,9429.431774983,42642.352990336,15100.243476593,8834.755046315002,7369.636921581,58342.499566868006,795490.3,2005
Pennsylvania,87512.07643125,161.78158349999998,87350.29484774999,20771.409377325,6546.4573451999995,20420.551716525002,5660.0302034999995,6783.616268475,2389.76171355,24778.45480845,447157.5,2005
Illinois,81970.74885183,0.036982408939999996,81970.7013166,19848.663279587003,7416.940950991999,13148.277892661,5328.666008339,5275.393276078,3568.783448618,27383.995474417003,475352.3,2005
Indiana,38253.48971968001,0.0,38253.48971968001,9639.394333024,4240.922333792,6115.822992064001,3605.8770258240006,2294.927996224,1052.01967648,11304.5332664,197603.2,2005
Michigan,66632.8851808,0.0,66632.8851808,18547.109116670003,7891.206363608,10062.574508771,6312.073490526001,3646.58585737,2276.5451921350004,17896.787339683,331203.7,2005
Ohio,77974.48324848,3.0229013850000004,77971.47912287999,19104.650384588997,6744.667528956001,15303.391322100002,7031.75679192,4408.956119799,2631.6290462280003,22746.41290866,375515.7,2005
Wisconsin,37723.711824,0.0,37723.711824,8961.004741824,4375.83430656,7002.38508768,2380.375793664,3024.457342848,1353.6755804159998,10625.969441088,190598.4,2005
Iowa,19268.854379061,57.099962115000004,19211.754416945998,4377.7567269555,2533.6295374824003,3236.2086086064,2222.7581636211,1792.1706275445,533.3038603850999,4515.927870927901,97857.69,2005
Kansas,16847.033573200002,0.2561064876,16846.776548768,3803.9863780988003,2145.9125878228,2764.6686156976,1183.042152998,1700.5681903852,594.3478862787999,4654.247065709201,91794.44,2005
Minnesota,37399.3418315,0.0,37399.3418315,8381.481830975,3117.7976841000004,9115.21394135,2286.7312589000003,2835.60566135,1185.981397975,10476.531989275,193242.5,2005
Missouri,32618.4388614,4.429060439999999,32614.0060122,7843.64439678,2897.3500191,6348.379952699999,3213.5390905199997,2434.3048213200004,1158.88317624,8717.91023868,189438.0,2005
Nebraska,11051.594422591997,21.844202242799998,11029.751442675997,2603.1044342474,1378.8500248838002,2022.2034011618,831.7561064325998,1026.2619142996,298.62177120079997,2868.9519569597996,61116.34,2005
North Dakota,4347.644105468,0.0,4347.644105468,915.2251695806001,633.9181092964001,714.3819935176001,98.526975947,522.1681602994,99.84192148320001,1363.5811626964,20421.58,2005
South Dakota,4465.8918529679995,0.0,4465.8918529679995,1018.7089066511999,423.87489434879996,744.9400285679999,211.52993103119996,635.8670747543999,129.8381191728,1301.1339360384002,25939.92,2005
Alabama,27558.2381508,0.0,27558.2381508,5805.288071625,3490.9990969349997,4406.05955664,4723.934893125,1741.08762198,821.77046385,6569.097066839999,137980.5,2005
Arkansas,14933.339029653,0.5651345898,14932.778565597,3844.6783371495,1706.0261201058,3190.3778081514,1000.5879165314999,1113.3423866865,445.92777720029994,3631.8343276604996,77842.23,2005
Florida,113310.18612616,0.0,113310.18612616,23314.181297069998,7165.7764247800005,17633.928606476,9310.560388204,7955.165295928,5635.731422206,42294.862099198006,646923.4,2005
Georgia,52528.88904115999,0.0,52528.88904115999,14179.192667668,4435.575960984,8823.387434511998,4979.079627788,3733.091013596,1727.047341796,14651.517940331998,294551.6,2005
Kentucky,23787.06483036,0.860173248,23786.20954446,5299.230474536999,2565.653653221,5419.361488377,1646.3899242270002,1633.274725869,603.8672786729999,6618.428334044999,122183.7,2005
Louisiana,28537.10451461,0.0,28537.10451461,5872.084290280999,2377.166720909,4491.960625586,3849.031050736,1784.6496016069998,1059.8797913219998,9102.333778788001,134461.9,2005
Mississippi,17846.21288616,0.0,17846.21288616,3545.2102002300003,2023.152121236,4071.832552896,2482.04509431,1308.071779842,515.0758358100001,3900.821404146,77953.8,2005
North Carolina,51918.5135012,0.0,51918.5135012,10734.173611914,7402.29472816,9017.358997506002,6999.935104694,3551.0001678699996,1710.412869894,12503.335209679999,281148.2,2005
South Carolina,28003.317705700003,0.0,28003.317705700003,6388.603439275,2602.177973615,5174.34833572,4420.731508225,1647.4672702400003,745.72939188,7024.2622942749995,125376.5,2005
Tennessee,33958.098345599996,0.0,33958.098345599996,6994.632064991999,2735.4329882879997,8637.451707455999,3869.5789429439997,1912.2492280319998,1174.855288464,8633.90192808,190132.8,2005
Virginia,46539.39179218,1.615034995,46537.79185097,12054.754027988,4876.841177341,6731.565478140999,4084.8099032510004,2957.0898320040005,1616.477960846,14216.244415128001,301875.7,2005
West Virginia,10962.487177691,0.0,10962.487177691,2443.4809717437997,1098.4751815201,2340.2480706185997,596.4398244754999,1040.8977709882997,224.05678939409998,3218.8866454398003,48087.77,2005
Arizona,32979.85425474,0.0,32979.85425474,6941.625618638001,3448.3026139639996,5911.587092722,2250.457372118,2070.3228107100003,1532.6315174840001,10824.923443492,189280.6,2005
New Mexico,13947.587242617,0.0,13947.587242617,2967.1151751647,1704.9602192139998,2987.8483965616997,1041.7198184176,971.5850718525,474.8008919871,3799.5559824201,56233.31,2005
Oklahoma,19157.173178,41.028525824000006,19116.14243968,4710.354202840001,2505.255683216,3764.8407184960006,1296.867805376,1322.9807894159999,626.3764238159999,4889.470135264,110624.8,2005
Texas,131230.51913958,0.0,131230.51913958,36208.895646335994,14955.15405153,19387.469904558,10922.632552985999,9892.130877594,4583.908264236,35280.320279358006,756298.2,2005
Colorado,28962.721643,4.7015211400000005,28958.027234600002,6916.6542054950005,2917.295645555,3232.4700458800003,2383.833032815,2206.878730725,1193.29016432,10107.600075255,177818.5,2005
Idaho,8068.667492015999,0.029982371999999997,8068.637509644001,1779.385247064,864.5622559608,1405.2249472056,784.463064204,683.9111832276,260.7399848196,2290.3521121212,42831.96,2005
Montana,5751.25527528,0.0,5751.25527528,1249.128106164,613.9321911,804.477048372,406.93809024,645.6000276719999,179.49506202,1851.6853041840002,27723.6,2005
Utah,14499.366285274999,0.028996201729999997,14499.337361382999,3113.5629711509996,2183.3308340794997,2060.3869387442996,1121.3568768237,940.7669416351999,528.0982049144,4551.8331478403,72309.73,2005
Wyoming,5054.559182498,0.0,5054.559182498,1023.3760951644999,474.5991771653999,554.2220356379,827.5511061846,521.9401516581,147.67494269359997,1505.1952710697,20146.21,2005
California,278534.8850024,3447.84896144,275086.9243616,61759.495755359996,23272.010275279998,44358.804473359996,25494.73665752,12209.82066928,11919.384533679999,96072.72783680001,1395992.0,2005
Nevada,14934.714915104,1.351299744,14933.372999386,3291.6207239809996,1060.657690728,1637.3849142464,1071.299176212,1555.6472325785999,783.3259399344,5533.43169129,93840.26,2005
Oregon,23726.30712576,0.0,23726.30712576,4897.082973872,2730.2346723200003,3806.1974649279996,1888.7666653119998,1669.8017175199998,909.51149896,7824.707426479999,117659.2,2005
Washington,43950.452282,3.9730537,43946.495714,9044.9005009,4526.6835427000005,6757.9665153,4938.856659,2764.65189,1288.9014831,14624.5209924,235510.0,2005
Alaska,8795.467997472,0.0,8795.467997472,1729.4612493352001,546.4881475200001,1382.218183664,295.43113360800004,1202.0500847536,206.20704771279998,3433.612649408,24926.48,2005
Hawaii,9329.110412499002,0.0,9329.110412499002,1728.2020108638,880.4271296964,1439.6569642323002,834.9607532343,466.6121167314001,267.94308759,3711.3078888956998,46125.51,2005
Connecticut,27499.966668719997,44.836942332,27455.13711486,7309.025607702,2118.39498507,4635.091412952,1862.5044929399999,1273.9129537679999,905.084125764,9351.119842428001,184711.8,2006
Maine,9968.67344265,22.59703036,9946.07460655,2124.931179665,715.1633270000001,2496.58452355,616.2782959900001,798.18493211,221.28801977999998,2973.646134195,45143.5,2006
Massachusetts,51557.4699396,280.64347095200003,51276.81417132001,11608.053542604,3511.74795696,10968.773872192,2356.868992496,2168.938151668,1671.182280544,18991.261672184,307433.2,2006
New Hampshire,8152.522998204,8.602937067400001,8143.921151357999,2286.782995356,761.743143287,1471.6571612179998,179.88816633209998,620.1659020616,274.30515534700004,2549.3769924242,54511.07,2006
Rhode Island,8208.053637216,38.2720919616,8169.779067936,1956.7371887424001,596.3949991392,2070.815223744,276.93694661760003,395.2941362688,286.4011286784,2587.2010962912,41288.64,2006
Vermont,4901.708335208,6.996022709600001,4894.710938664,1244.748919776,665.3040372192,1114.1897731856,145.61499778,379.8100292516,135.9610634512,1209.0828049176,22897.24,2006
Delaware,7472.768842616,6.296874654000001,7466.473698348001,1616.1781014596002,862.4711028220001,1241.6471262300001,400.25593173720006,619.7110979555999,285.8808779092,2440.3280759256004,34607.72,2006
District of Columbia,8061.47307578,0.0,8061.47307578,1390.3279017520001,112.403080674,1840.852953348,669.19905244,83.653842454,492.322179974,3472.71303186,34442.6,2006
Maryland,39415.96897616,34.295199627,39381.6816047,9722.591242167,4050.961609384,6509.689707302001,1991.866655594,2430.857214009,1604.602015326,13071.102723361999,260938.9,2006
New Jersey,73065.99842397,49.905926926999996,73016.0883344,23389.399825125998,4906.777875895,12438.64330688,2915.257073334,3565.6409035829997,3010.248586594,22790.129088273996,416264.3,2006
New York,193027.2049046,629.00384228,192398.1839111,45450.510034139996,9770.12386812,43176.121052380004,15982.870317989999,8707.022647639998,7582.305669310001,61729.26462395999,857561.0,2006
Pennsylvania,89729.750167,260.794857925,89468.950543,21692.242263874996,6641.6017697,20251.800948775002,6025.1004363,6742.223145100001,2535.1801461500004,25580.797067025,476607.5,2006
Illinois,84490.43105834001,61.711566844000004,84428.69916824,20688.59193067,7419.827694668,13445.800119017998,4927.698589296,5369.648114272,3775.161660722,28801.976140407998,508081.4,2006
Indiana,40036.16343278,32.354198511999996,40003.805045479996,9773.749305856,4323.891073757999,6572.56441898,3793.228182796,2393.854642908,1038.7565921799999,12107.75454582,209439.4,2006
Michigan,65960.00159459999,85.47027972,65874.5245202,17232.99356064,8297.99615532,9922.288190700001,6458.350134680001,3621.2416927000004,2264.96241258,18076.682181559998,339734.0,2006
Ohio,82163.36034528,92.723982504,82070.60474604,19875.667433892,7122.574813068,16646.361683496,7276.109635176001,4639.285709051999,2689.31956416,23821.305667656,395209.2,2006
Wisconsin,39434.68766232,26.500011030000003,39408.177532919995,9336.691515041999,4515.6200925779995,7202.753589804,2631.419728332,3262.3304529419997,1431.441756552,11027.926468692,202367.4,2006
Iowa,20724.667120000002,117.261816,20607.40118,4661.81084,2764.633717,3529.8893430000003,2358.434151,1862.443764,569.5079039999999,4860.685584999999,103100.0,2006
Kansas,17983.534810087,9.4095804187,17974.128212733005,4117.3641142711,2287.2529264662003,2855.8141203823,1249.9249907529002,1787.9336360116001,634.8259988070001,5041.011431687,99435.49,2006
Minnesota,38550.22929996,35.875595427,38514.35574861,8898.682767723,3402.411136194001,8815.51131867,2508.385002396,3046.0038263970005,1300.899660648,10542.44977212,204407.7,2006
Missouri,34578.31116219,67.053374374,34511.265834059996,8330.411187787,3090.7292799630004,5997.740682234999,3698.2247250849996,2756.717622157,1178.945728685,9458.490573465002,201156.1,2006
Nebraska,11710.572173046998,37.993302083,11672.578870963998,2719.0337754052002,1451.0728956031,2002.5010317719,991.1988526715,1097.7779470449002,334.23128430120005,3076.7598930607,63822.11,2006
North Dakota,4517.43702879,2.4920491064,4514.946688322,949.0070277926,661.791960886,728.9470030808,101.319053423,573.2968793944,106.004994235,1394.5789151909999,21357.98,2006
South Dakota,4674.1056938520005,8.6591303224,4665.447094732,1011.1320819472,433.9461461912,748.5029593752,207.87702879919996,668.4449144688,132.06993109879997,1463.4729704468,26560.12,2006
Alabama,29256.548314440002,33.663795032,29222.887446440003,6552.213818576,3742.7226426,4499.152595328001,4698.994241612,1920.1505541919998,922.9751464960001,6886.678447636001,146351.6,2006
Arkansas,16001.562995145001,13.487289543000001,15988.080699045,4130.799090054,1905.582737331,3334.9882534605,1093.6397508855,1131.1072181955,470.916629001,3921.0461878769997,83224.05,2006
Florida,122990.88857152002,105.769937288,122885.09754631999,26022.019473935998,7446.823569688,17964.482943424,10055.38422548,9018.21042028,5927.608213384,46450.58978804,702930.4,2006
Georgia,55547.761612739996,39.980685738,55507.78407732,15405.291293850001,4531.105529718,8492.976949698,5793.626971398,3783.780793122,1961.879436408,15539.126253444,315031.8,2006
Kentucky,25748.483589199997,16.139341855,25732.34036365,5638.088193435,2749.3479535300003,5681.181673154999,1820.26972259,1876.17421755,661.84635625,7305.438719965,129456.5,2006
Louisiana,30504.86206404,30.42895389,30474.43311015,5962.672745982,2454.459964533,4561.497240932999,3837.6765323189998,2106.714566706,1167.0496220520001,10384.356725949,142791.9,2006
Mississippi,19248.758061099998,11.689173288600001,19237.061562237996,3996.5878473073994,2131.4911619992,3751.7199750285995,2685.5079991892,1722.9130032823998,561.1372945347999,4387.7083506594,81395.26,2006
North Carolina,54942.86169282,91.99847719200001,54850.8813042,11501.992336688001,7865.610530384,8813.68685462,7408.9283531,3342.6053084520004,1908.956342686,14009.095548746001,301476.2,2006
South Carolina,29091.834702090004,27.721464391,29064.11730581,6938.612158747001,2805.236453974,4766.137825935,4719.122667108,1696.7521445460002,854.1866908180001,7284.0652965710005,135603.7,2006
Tennessee,34520.724996720004,92.605825755,34428.129255449996,7424.252313219,2847.3482890590003,7592.937510711001,4105.077190671001,2186.263908678,1210.315686936,9061.924271691,201689.7,2006
Virginia,50438.39347200001,48.365051904000005,50390.04779712001,13151.803024064,5326.963503872,7270.304617856001,4301.017902656,2942.6659137280003,1737.0953000320003,15660.191075904002,322950.4,2006
West Virginia,11444.266866216,9.592106946,11434.674759269998,2603.706923082,1258.6053011604001,2347.7583108796,601.3161160384,1102.1480676916,236.8940492982,3284.2439249686,51653.78,2006
Arizona,35702.82867573,16.405838712,35686.414440990004,7737.741622674,3574.946861127,6059.5876251810005,2392.935148224,2466.482254497,1692.481819275,11762.239110012,209900.7,2006
New Mexico,14717.424496463998,7.090719119999999,14710.333777344,3056.1654397356,1872.3752908272,2708.9960198112003,1224.7931335823998,1193.6162030652,508.5193344083999,4145.8671540972,60090.84,2006
Oklahoma,20923.59866652,66.174552648,20857.431393000003,5018.184742056001,2630.284999476,4069.7725966800003,1409.4187326239999,1498.055461092,672.1886487840001,5559.526212288001,121318.8,2006
Texas,138952.64837552,136.188040272,138816.43547888,38565.284646656,15634.721755648,20359.088766848,11301.767971344,11017.908248784,4874.946888543999,37062.750342880005,828545.6,2006
Colorado,30818.20898208,33.070063493999996,30785.12166564,7418.126504004,3176.2673586,3508.9463313479996,2468.4384110339997,2068.3617632339997,1203.113102376,10941.879697007998,191699.4,2006
Idaho,8430.9986664,6.7961760479999995,8424.200137920001,1856.8931401728,890.4129199968,1465.5082071456002,868.4962520256,740.0191193183999,276.1910428512,2326.6808678688003,47048.64,2006
Montana,6226.1190720330005,2.0758816275000003,6224.041691574,1350.9079223031001,669.1158523875,860.2780209627001,452.35484085750005,696.5810403261,190.6828422615,2004.1217720082004,29976.63,2006
Utah,15600.050611388002,8.3373973732,15591.711608817,3290.6972251427997,2384.7075348448,2219.8055648508,1147.3753224675002,1102.6922339077998,559.9034264257,4886.5335115732005,80259.89,2006
Wyoming,5372.984848,2.37610604,5370.6092055,1136.67725941,492.11005613000003,585.64617034,898.76025547,578.1611581899999,165.46106654000002,1513.7932394200002,23177.0,2006
California,295482.0185492,3663.05177644,291819.0567313,64115.35558043,24336.273922940003,44630.56071278,26235.823460490003,15490.14091968,12596.93933547,104413.90282714998,1499309.0,2006
Nevada,16048.54268153,6.335904544,16042.200746620003,3808.9480158480005,1171.7935844730002,1696.595231172,1108.42147324,1464.8904783540002,889.1573654800001,5902.399623358,100506.1,2006
Oregon,25408.37527346,18.703822316,25389.66890606,5146.735036984,2946.0810723299996,3876.97735888,2246.2733228119996,1797.5215668479998,938.2923006540001,8437.793337719999,127254.2,2006
Washington,45143.414623000004,45.15875300500001,45098.24308801,9544.776020151001,4745.605916905,6705.825572535001,5229.897433776,2944.6216740080004,1328.4981673720001,14599.025972454001,255639.7,2006
Alaska,9364.464182046,4.895007125399999,9359.569703482,1797.277899648,578.7599332808,1443.6518233990002,299.7069992736,1303.8018768186002,215.1379681157,3721.233467227,26428.07,2006
Hawaii,9849.872560095,4.2129667335,9845.66008953,1937.2298718615,935.6899385234999,1444.4258904600001,924.861061011,445.1638667054999,278.68395373199996,3879.603026394,49616.85,2006
Connecticut,28449.660467446352,0.0,28449.660467446352,7957.3799838008,2109.881909756695,4769.126099320641,1969.396998946683,1209.4270091179717,911.8340064787831,9522.613949284665,204296.045,2007
Maine,10059.71810449714,13.4839985715072,10046.23380392562,2188.1180180539222,752.103993439754,2457.041998514524,628.8910082174821,726.636002047816,231.648000911943,3061.7949950839384,47187.502,2007
Massachusetts,54583.49372119277,193.3599877149342,54390.134284719716,12073.218139486973,3703.7471350605297,12291.127943477346,2422.9369970427483,2271.5970100623463,1824.7239972981217,19802.783905367458,324259.926,2007
New Hampshire,8462.92791543556,0.0,8462.92791543556,2395.607016404353,764.9420187278839,1545.936988630598,196.0899992240596,620.171024521683,295.7320002155398,2644.4489982280643,59325.737,2007
Rhode Island,8563.42283277712,27.5749984906704,8535.847951079679,2072.9489879252,564.3859832072,2006.044980795856,264.90299963733764,363.48100209984636,327.31400147292,2936.770017569696,43256.752,2007
Vermont,5271.87910368273,0.1020004858089,5271.7770862344,1313.8430005105229,711.271005066993,1203.554990374758,173.8310002566606,436.11199088078996,140.97299998575988,1292.1919901141368,24232.173,2007
Delaware,7754.120174487119,1.0099989669952,7753.11000047192,1669.34100545128,861.7410146988159,1315.8109888457518,451.8490135801599,480.34999760193597,311.2569983723088,2662.761011096368,36468.376,2007
District of Columbia,8490.395920504441,0.0,8490.395920504441,1423.24398861356,123.03800164249081,2171.26399921937,531.625008397188,104.5669998248168,500.3920130789141,3636.26583349572,34651.082,2007
Maryland,42783.45287756664,0.0,42783.45287756664,10721.727075164217,4397.2919523938,7030.292906554161,2123.58701211768,2757.080036462048,1777.6719959295128,13975.80197927732,267773.656,2007
New Jersey,74945.90797649877,0.0,74945.90797649877,23659.711096727147,4758.026006043319,12038.198863177679,3826.7490016183806,3513.3920075034466,3057.957011404564,24091.87381448871,438838.772,2007
New York,204618.2028955095,629.000014925436,203989.20015609518,47952.93713331629,10916.22398186197,44639.2058319284,17198.039766628954,9428.198991563968,7642.649012362087,66211.94825373868,908162.948,2007
Pennsylvania,91645.50288540286,160.36598877528,91485.13436483951,22915.65292413307,6835.293102357503,20349.437083463614,5905.237206666191,6938.930834697071,2668.583982558427,25872.000091771584,506357.616,2007
Illinois,91227.65736970921,0.20497595896,91227.45346692282,21499.6788226942,7668.079795304639,14546.812733656441,5178.48901736912,6658.80285635448,4054.3249851324886,31621.26611494948,536586.28,2007
Indiana,42111.322521322494,0.0,42111.322521322494,10024.05702385755,4599.22197854592,7165.15000777089,3709.7868978750603,2430.02807294004,1118.5820085057346,13064.495951060098,215098.965,2007
Michigan,69687.26450055258,0.0,69687.26450055258,18938.539899974578,8437.172093182673,10935.585098977142,6367.7751357633015,3792.8950679283676,2319.0170030339914,18896.281832394026,346957.762,2007
Ohio,84589.04127746492,2.7499982342697997,84586.29050378999,20613.420855662436,7483.461008793592,17152.528018408655,7271.102097343084,4704.651073102282,2960.996002503212,24400.1330396707,408126.658,2007
Wisconsin,40490.58163825488,0.0,40490.58163825488,9546.601896109543,4824.377073837104,7447.418956761228,2697.698902524291,3206.7530130882574,1494.022003492406,11273.708949198157,210810.973,2007
Iowa,21633.65196410025,0.0,21633.65196410025,4906.485035735374,2828.4389692578247,3608.3810519133744,2634.1539724493746,1863.3429583377751,586.4549954452675,5206.3949479566,110015.525,2007
Kansas,19365.39447901982,0.5019992087249999,19364.891689261156,4479.603035834793,2395.649952366678,3000.116027400058,1950.4069586417781,1662.9650050022801,677.9510012606911,5198.19996173086,105406.658,2007
Minnesota,40946.21968847579,0.0,40946.21968847579,9260.415075064022,3666.8279299938295,9414.99196561397,2710.669958472747,3203.0820049218846,1411.914991960554,11278.31799876941,214836.931,2007
Missouri,36482.700634080546,0.0239941814406,36482.67550928322,8923.674972706991,3322.721992706795,5883.501006954829,3798.2640565418988,2961.493987958093,1384.5759907213694,10208.444046063849,209373.311,2007
Nebraska,12472.763703729,29.2249981126125,12443.5389433265,3030.0850310776254,1493.5449977633502,2076.8140291359,1217.454006747575,1007.6010064971,356.1839971887475,3261.8559903754,67917.175,2007
North Dakota,4710.11303031678,0.0,4710.11303031678,971.69599396116,713.97900630233,739.2629924446021,97.65300082652581,590.839993215606,104.0059993160268,1492.675994451268,23713.934,2007
South Dakota,4987.972863379609,0.0,4987.972863379609,1063.925987123979,465.806010655372,767.916013873909,237.3080003562654,731.1729961069481,137.2979987526511,1584.54599447374,30658.501,2007
