Region and State,Total,Inter-governmental,Direct: Total,Elementary and Secondary Education,Higher Education,Public Welfare,Health and hospitals,Highways,Police,All Other,Exhibit: Personal Income,year
New Mexico,21581.531725536002,0.0,21581.531725536002,3776.5469875864,2564.5319612874,5797.9919654292,2196.6929683474,1077.6780026552,677.2229966317301,5490.8670113137005,79864.3,2015
Oklahoma,28751.06400606,52.167006959400005,28698.896841479997,5920.5230854500005,3580.3109476440004,6675.200010210001,2134.6540344600003,2597.019003036,986.9259926213999,6804.263960706,175134.0,2015
Texas,204929.023456388,0.0,204929.023456388,50194.69720172611,27592.3674738873,35419.136373010304,22383.267905064502,12622.191030950942,7307.828954940201,49409.5402390531,1300510.1,2015
Colorado,45065.667939599996,1.6989945446399999,45063.967463903995,9077.5069895568,5380.1589808656,7969.351982687999,2990.4619708848,2941.9659421536,1779.0739898471998,14925.448035163201,284836.8,2015
Idaho,11255.012891471,0.0,11255.012891471,1978.0089804226,1046.2620077258,2549.2739868105996,1027.0450207271997,883.3070022256,404.5409969784199,3366.5750013418997,65475.7,2015
Montana,8257.534163255,0.0,8257.534163255,1766.4600068490001,861.805996188,1517.96599507,492.5799885815,902.6070122885,320.04799781764996,2396.0669801010004,45453.5,2015
Utah,22558.829543856,0.0,22558.829543856,4417.1020398384,3950.9949758831995,3582.5489804399995,2094.0150055152,1584.2780054159998,687.5420035151999,6242.348047891201,121339.2,2015
Wyoming,8735.846168156,19.862998765680004,8715.983088362,1923.3440117754003,792.6639969576,822.7849919692001,1534.4169888906,812.9340077270001,222.33399888488,2607.505011129,33761.8,2015
California,413364.60945574194,2786.8810002593696,410577.74524638196,72054.5802997419,37201.7296063056,102369.0400567639,45320.8861048874,16562.84006118091,16535.2249829221,120533.43712066018,2125430.3,2015
Nevada,19577.1747647,2.2420006641000003,19574.932420819998,4120.968015017,1467.763940403,3361.2069939290004,1275.899006634,1416.1179558239999,1123.7789952647,6809.198034927999,127117.0,2015
Oregon,40726.450264344,0.0,40726.450264344,6650.7209465398,4279.955920892601,9928.1399302228,3735.8540617892,2058.2849236742004,1216.0389918021801,12857.454932662602,179600.2,2015
Washington,66281.430625785,5.915992985909999,66275.515052073,13251.065021503198,6570.97506495,11552.130928163699,8570.304049638598,4179.6829104426,1996.31798816184,20155.038098202,381158.1,2015
Alaska,14804.235003992,0.0,14804.235003992,2651.1360045001998,865.2130158294,2013.1179864201,728.5730154598,1593.6359820066,395.05899845250997,6557.500048133999,42555.1,2015
Hawaii,13058.735977257002,0.38200055025,13058.353803934002,1973.7259717597003,1082.3180297546,2636.4510034465,1182.4710065837,697.9889865983,456.0580000282,5029.3410130903,69109.1,2015
Connecticut,34774.492647180006,0.0,34774.492647180006,9435.7390225384,3367.3198915174,3853.9921195047996,2354.0589919574,2572.0089485454,1249.3339889607198,11942.038891268201,247777.4,2016
Maine,11364.347785056,0.0,11364.347785056,2424.6590299344,813.160974276,3175.6270242144,448.71800213015996,1006.8189972120001,289.94999783736,3205.4139753047994,59959.2,2016
Massachusetts,75272.854533279,3.78498155292,75269.070084747,15482.146963156798,5194.474090169699,21859.2221313757,3030.3069926266994,3845.0329779010895,2515.4549790531,23342.432794413697,444184.1,2016
New Hampshire,10791.559126908,0.0,10791.559126908,2924.0459893260004,985.1880095748,2259.2210202882,198.29800238139,716.55399837765,393.79200350778,3314.4599817045005,76092.3,2016
Rhode Island,10636.927147195998,18.45900068897,10618.468151829999,2414.7560253025,682.8120144347,2979.2089806131,297.13100125113,451.74600139051006,439.21199860854,3353.6019918322995,53229.7,2016
Vermont,7231.5481114799995,0.0,7231.5481114799995,1608.4849983047998,871.8910118604,1879.0619983128,387.1849961448,601.4250000864,208.20699929736,1675.2930001163998,31575.6,2016
Delaware,9939.057154560001,0.25200019584,9938.804959296001,1949.7220039872,1262.793008352,2416.4520227904,565.9120067520001,586.099006848,354.41999942016,2803.4070133248,46444.8,2016
District of Columbia,12770.519964675,0.0,12770.519964675,2606.8290073155003,158.94299875574998,3785.462985975,725.4609814485,354.82199935545003,593.3450091195001,4545.657014316,52684.5,2016
Maryland,58596.92055684001,0.0,58596.92055684001,12842.424977947201,6349.696930627201,12190.746083540402,2327.09099186124,3389.9789858785207,2655.3410136597604,18841.6401017112,350384.4,2016
New Jersey,92695.629597222,12.9999823929,92682.62878675202,26985.958949027,6987.1660679734005,16796.4017791534,5574.8242646806,4874.77097582844,3518.6420271612,27944.8650541588,552051.4,2016
New York,269057.558625954,0.0,269057.558625954,66104.57719097401,14301.9334151568,65094.7785613986,23360.379558864603,11710.01002173324,9923.40004691868,78562.4788752804,1194534.6,2016
Pennsylvania,122417.131373505,127.80502420242,122289.32251457399,28231.9541231832,10761.940304175901,30143.7130978554,9648.025040457,10562.496070730098,3743.12398863687,29198.0716746678,661160.1,2016
Illinois,111479.16643702,4.254021819499999,111474.9087099,26537.478729543,9494.823773267,21280.855816332,5009.669013877499,9511.597331785,5200.4149867462,34440.070203624,673691.0,2016
Indiana,51845.333196836,3.2890024783200005,51842.043555028,9967.446999501202,6434.544026118401,12767.1219427824,6056.526985016001,2707.12400954064,1253.59600915936,12655.683873514401,290604.4,2016
Michigan,82633.758241188,8.02501996142,82625.73415789001,16951.1618723832,11719.9109446496,16927.188195163402,9000.5201229944,3833.53202219526,2509.0759855700003,21684.3438106526,446030.2,2016
Ohio,103148.13933204798,52.64501764104,103095.49690684798,23163.727872548,9598.4859680504,28413.856931898397,7953.948773403199,5949.614093788799,3659.2350250516,24356.6258612944,529069.6,2016
Wisconsin,51083.613932918,0.0,51083.613932918,11084.195989967502,6294.8860034514,12250.6599683113,3688.3109884682,3796.3399903498,1894.4380053804402,12074.781944365499,274374.7,2016
Iowa,30564.7816523,0.0,30564.7816523,6584.354008040001,3918.6360508599996,6135.17603857,3954.53494309,2587.0600242699998,778.9450065919999,6606.075989089999,145790.0,2016
Kansas,25208.596795961,0.72299457071,25207.873649003,5648.2049805276,3459.3279388914993,4006.3579966265997,3347.5199988795,1990.1000128143,788.65400098027,5967.709038911199,138533.9,2016
Minnesota,56578.693060810016,0.14500695738000002,56578.54694336001,12229.9689034361,5082.3620582291,15237.715078149002,3287.3451298718005,4975.369016641101,1908.28501305904,13857.503088254402,292234.9,2016
Missouri,45977.897018555,42.346011085549996,45935.55027684,10312.4490767625,3903.2668768605004,9158.537031803002,6069.6151273235,2348.2619945449997,1799.536005694,12343.884975662,270603.5,2016
Nebraska,17197.7000507,43.414996542800004,17154.28511106,4530.478974332,2431.683970686,2552.347970332,1194.769029162,1586.1840434099997,493.2009978688001,4365.619992496,94838.0,2016
North Dakota,9487.472095118,0.0,9487.472095118,1873.4169826738002,1220.0899808936,1532.1299866088002,231.18000133014002,1800.5650031630003,195.77600058790003,2634.3140126102007,39765.8,2016
South Dakota,6991.450888048001,0.0,6991.450888048001,1431.0420107632,881.0940066720002,1120.5589914640002,278.89400022704,1047.5620079144,201.26600157576001,2031.0340176104003,42336.8,2016
Alabama,40186.38562883,0.0,40186.38562883,7700.6229185970005,4881.37000876,8404.3880535265,6780.589079159,2414.9969749535,1249.5559967173501,8754.862039262502,192363.5,2016
Arkansas,23797.198415984,0.19499453554,23797.003494543995,5088.2359701845,2711.4080318003,6914.7949576314,1439.6070360539002,1757.3020597299997,680.39800479511,5205.2570566885,121825.9,2016
Florida,145404.61100062,0.0,145404.61100062,27362.9823192372,10798.5644360831,26441.108655333395,13941.6306662297,10319.716853653099,7869.7040268411,48670.9011810333,954069.7,2016
Georgia,68699.528913717,0.0,68699.528913717,18916.854917143504,5721.3781375863,11777.9360015679,7005.0679712106,4134.7700075376,2667.2359795321204,18476.2861655532,444023.7,2016
Kentucky,38916.73826254201,0.0,38916.73826254201,7125.6870215484005,4375.744015825,11209.219994433,3266.0350805261996,2766.6359549588,761.98999554444,9411.4269793448,177190.6,2016
Louisiana,40616.436610998,0.0,40616.436610998,7929.6339462426,3524.1919572797997,8963.137937802601,3468.4430791824,2393.9450575074,1599.0879999405602,12737.996953347601,200190.6,2016
Mississippi,25829.559536955003,0.0,25829.559536955003,4581.222986887,3171.646973085,6180.4529510735,4267.3600292215,1670.7970038150002,756.9000020185,5201.180020852501,107499.5,2016
North Carolina,78824.463356166,0.0,78824.463356166,14210.159137405,9688.5179539706,14279.156094285801,15210.139123356603,4333.209111519601,3058.60701243296,18044.6739714178,432626.2,2016
South Carolina,40753.953823036,0.0,40753.953823036,8611.5690880326,4167.461020692601,7581.5620977924,7811.320044134,1844.5090046139399,1237.4839945051199,9500.047946397599,202215.4,2016
Tennessee,45044.66360979601,0.0,45044.66360979601,9326.191054250201,3704.8188662522,11690.006964295002,4536.463858755101,2228.10800464195,1810.52299757376,11748.550964284103,290239.9,2016
Virginia,71279.713283619,0.42499947847999997,71279.290443325,16427.4790214397,7975.408053072299,11519.0791650222,7306.2488932541,5580.2202111073,2368.35498168689,20102.5000727595,449830.1,2016
West Virginia,16226.948198769,0.0,16226.948198769,3086.2879790589004,1754.4539742114002,4747.352995654501,764.2969811169,1278.9779842917,387.73600328694,4207.8420340803,68630.1,2016
Arizona,45852.94146755299,0.0,45852.94146755299,7840.6340562429,5964.2279482764,12937.9718973692,1880.1030024530598,2445.1909945344196,2267.1699934009494,12517.643941986698,282085.1,2016
New Mexico,21892.572261554003,0.0,21892.572261554003,3658.2750097970006,2576.5010317965002,6277.7079761183,2209.5229867556,976.8420311758001,687.2560016354201,5506.4669963159,81414.1,2016
Oklahoma,29357.692843446002,39.8870083161,29317.806334773006,5902.9679517039,4036.659074563501,6660.627081639301,2217.6740601873003,2594.7570394251,1026.1679980662002,6878.952962640002,166547.7,2016
Texas,214444.069638992,0.0,214444.069638992,53079.745507524,27908.605780505597,37620.342498781596,23136.252176820803,13880.636851196801,7693.56002770192,51124.92731505361,1296480.8,2016
Colorado,47393.09247662,4.7809949303999995,47388.309975389995,9407.781859904,5994.325920679001,8543.733069238,3198.2830690759997,2980.070949811,1829.3550089641003,15434.760879835001,289673.0,2016
Idaho,11009.252991352001,0.0,11009.252991352001,2046.6869722646002,1107.2590052442001,2440.5660296517,964.9900105277,841.9369755168999,430.77200114973,3177.0420037981003,68009.3,2016
Montana,8706.577063641,0.0,8706.577063641,1839.196981584,939.2519971103001,1770.6170198829,511.1220147198,867.9330223124,294.35399890726,2484.1020106947,46074.1,2016
Utah,23939.32774523,0.0,23939.32774523,4816.7190456838,4402.1040167062,3766.0679704102,2490.6470475963997,1557.0270191769998,665.1850001203601,6241.577952451399,127881.4,2016
Wyoming,9099.10699308,20.47499841725,9078.631946799998,2015.0660001810002,898.1759974395001,853.4129986720001,1627.626994383,797.9179907399999,233.49699956505,2652.9350073005,31908.5,2016
California,447708.14440063393,2811.52899411722,444896.62627695996,78527.50945916759,39921.9156973988,113426.35529202379,47880.3291261802,17139.73308476728,17557.870007523295,130442.90495791359,2218457.8,2016
Nevada,20284.835814336,5.582002921280001,20279.253705768002,4225.0470005768,1408.9630277328001,3569.0759514247993,1303.6100056144,1730.3349355783998,1180.80800145728,6861.4149418536,132058.4,2016
Oregon,43542.458091488996,0.0,43542.458091488996,7145.409037973099,5008.2600901134,10263.8440394577,4165.7949370118995,2092.6790683659,1315.5230092305299,13550.9479281648,188283.3,2016
Washington,70331.42288780099,4.4829976394,70326.939086613,14874.830848077898,7098.1899497244,11778.472832524902,9075.645110110201,4228.359114674499,2094.30900578215,21177.134033703296,401774.3,2016
Alaska,13642.438965012001,0.0,13642.438965012001,2366.5859991972,1092.9609906732,2238.8719805100004,706.5620185337999,1590.1689943062001,368.1699985854,5279.118857694,41837.4,2016
Hawaii,13708.720314676,0.38199963440999996,13708.338121797999,2122.302021477,1110.245976212,2841.2690208023,1168.204023155,729.8479733046,457.83899742325997,5278.630023537799,71571.7,2016
Connecticut,33975.029771634,0.0,33975.029771634,9358.046932283001,3399.8959802612,3817.1320422788,2513.65100386526,2239.9399980272,1179.82200850108,11466.543122645102,253120.7,2017
Maine,11645.038917153997,0.0,11645.038917153997,2560.5329828266,782.3439826599999,3199.7930070919997,467.92300252668997,987.3289936822,307.04700197523,3340.0699838485,62428.7,2017
Massachusetts,77696.371564641,12.328002180810001,77684.0444433,16260.988093252201,5542.0878513537,22324.497878533504,3280.0970142724505,3814.66798580376,2234.98697738607,24226.7191990182,463599.9,2017
New Hampshire,11118.799608704001,0.0,11118.799608704001,2971.7690250218,940.1650000526,2413.4169993774,207.1030032054,755.8180023923001,420.33099913986007,3410.1970241020003,79390.6,2017
Rhode Island,10928.97681011,18.734999972300002,10910.24193733,2512.912003125,692.395009179,3114.075017069,315.4810010174,474.524000449,452.340999717,3348.513984195,55301.0,2017
Vermont,7190.570085339999,0.0,7190.570085339999,1650.9540088518997,892.9840146867,1826.1930083692,399.1340082552,613.3769897325,193.72300147495,1614.2050053604,32406.1,2017
Delaware,10773.314940708999,1.02599775266,10772.289127524999,2052.1169806407,1488.6170104098999,2509.140019478,598.1600217508001,840.0259822783999,378.95699927402995,2905.2720116947,48570.7,2017
District of Columbia,13531.970878608,0.0,13531.970878608,2782.230984002,124.60200125864,3763.5269826011995,913.9329794900001,454.31000127364007,639.3020225608001,4854.0660108828,54453.2,2017
Maryland,60283.99111760501,0.0,60283.99111760501,13712.9768637811,6276.2968274646,13201.817861254001,2402.7259884693804,3371.9000092683405,2651.8880052069703,18666.3850918509,361776.7,2017
New Jersey,92095.804720752,16.49997323632,92079.30577798402,27266.2180813904,7440.103209151201,18265.578800772804,4888.82102424296,4115.718979703521,3527.35099457888,26575.511768484,572482.4,2017
New York,281876.55372558004,0.0,281876.55372558004,68901.213430182,14179.812283929,70299.559747929,24283.441659338998,12220.0449697752,10381.1719999173,81611.311543863,1272903.0,2017
Pennsylvania,129256.84350636399,125.13799169186001,129131.70503893797,29533.4741477902,11359.401054807398,34243.6376727466,10059.3759628334,9786.248157996799,3876.5659898876393,30273.002868420197,679620.2,2017
Illinois,116934.07260387999,5.762967272000001,116928.31102326998,26596.977263974,9188.688703091,22612.481660046004,5364.181030073601,9237.764751264,5255.8970104922,38672.319079001005,693331.0,2017
Indiana,53817.015418186,2.12499007786,53814.88882939599,10427.722098888999,6427.255058365399,13952.917961557398,5988.09697789,2546.2020112763003,1341.18799892758,13131.506903476598,301643.8,2017
Michigan,85057.57970219699,5.3680038980399996,85052.212248807,17433.8808476985,11861.2898117265,17087.6489085879,9497.590873133102,4266.95400767121,2582.03698747821,22322.8087939821,458756.7,2017
Ohio,107573.07203899299,17.001991254269996,107556.07010256598,24335.571203930296,9873.366057051,28675.248861789,8693.3801313834,6055.145081435299,3843.65397548695,26079.703969080994,548272.7,2017
Wisconsin,54079.768931720006,0.0,54079.768931720006,11350.609949204,6268.384011612799,12699.378939451999,4027.6400188428,5598.297930716801,1850.69999709292,12284.758056351198,284474.8,2017
Iowa,30923.563393223998,0.0,30923.563393223998,6682.2479727984,3707.7070273272006,5660.855960058,4309.2719689212,2792.8690255152,811.43199777312,6959.179022097601,149547.6,2017
Kansas,27150.140590196002,0.06200178168,27150.077789128,6026.1340000090995,3491.1209330099005,4341.8410422425,4260.978958004501,1927.8500579000001,864.06199630762,6238.0910300219,142729.7,2017
Minnesota,58988.1182751,0.34800920999999996,58987.7681346,13004.6109363,5693.33811672,15021.55905462,3602.1340279799997,4812.313068269999,1996.899012396,14856.9150753,304470.0,2017
Missouri,47119.94934304801,30.909012875760002,47089.039886310005,10389.5131349673,3979.1209513875006,9414.161094132602,6602.9498876061,2375.1920123073005,1789.4199956076304,12538.683004491302,277413.9,2017
Nebraska,17864.08452304,51.8660042528,17812.21894608,4701.733999184,2364.593003896,2830.007993504,1379.266003856,1550.146027072,498.9539977984,4487.518037304,97112.0,2017
North Dakota,9930.935095854002,0.0,9930.935095854002,1807.3960176888002,1045.64900501,1532.5509854598001,277.97900126404,1746.9289885776002,250.22699862586,3270.2039986884,40215.8,2017
South Dakota,7061.52215769,0.0,7061.52215769,1513.203010319,748.879003873,1159.031993658,348.181998626,997.3739846069999,209.4870006383,2085.3649950980002,43813.0,2017
Alabama,39744.516684696,0.0,39744.516684696,7856.065000012399,5111.951080858,6944.395987884399,7169.370038970401,2446.028060622,1255.11000135424,8961.5970332692,199336.4,2017
Arkansas,24670.399149255998,0.17499757487,24670.224315194995,5132.406054334,2634.9389753592,7437.4839716658,1550.6200157357,2033.9769520678,674.2330035120699,5206.5650029147,125779.9,2017
Florida,154123.69132436402,0.0,154123.69132436402,28340.3866748193,11010.11839332,28079.026812193202,15394.0162067646,11271.1109518812,8509.42197700467,51519.613070835,1023131.1,2017
Georgia,71968.25116675,0.0,71968.25116675,19868.901028304,6013.4009624537,12219.563141594199,7383.334202252599,4327.69399636512,2739.6990084485296,19415.659061951,469238.3,2017
Kentucky,38718.02044544,0.0,38718.02044544,7321.821033744,4479.552960624,11354.782049492,3405.62805268,2270.626967728,762.1650086483999,9123.443989324,182476.0,2017
Louisiana,43003.749531120004,0.0,43003.749531120004,8078.4089507856,3478.0330860576005,11309.0179923504,3628.1209720224,2277.4399046448,1639.11899021136,12593.609078299201,206203.2,2017
Mississippi,26311.671254736,0.0,26311.671254736,4621.1119790976,3020.359962312,6349.8479806608,4408.2519693072,1734.5169598848001,769.88799636672,5407.6940327424,110107.2,2017
North Carolina,80509.97427685301,0.0,80509.97427685301,15043.767053112599,10230.742172035001,15016.434840555501,14233.5898522081,4878.0480258092,3207.42098427256,17899.972164435898,453097.7,2017
South Carolina,42890.36061973,0.0,42890.36061973,9018.342944767599,4448.0630990164,7924.0419175717,7877.176954788699,2277.9218978695003,1305.49199335775,10039.321068166299,212626.3,2017
Tennessee,47024.335925244006,0.0,47024.335925244006,9788.3599980645,3751.8440970774004,11712.1780757112,4805.010921530699,2248.89801004527,1957.16400591516,12760.8819988443,303062.7,2017
Virginia,73468.323856988,0.013999759115,73468.309833857,17533.222123280902,8198.9699104857,12031.422899443798,7657.7798901797005,4953.8210732517,2512.3039843944503,20580.7878493511,467437.7,2017
West Virginia,16059.447174504001,0.0,16059.447174504001,3100.2260160191995,1769.4659981520003,4713.9140173824,652.9219987843201,1230.7790312856002,394.61000145240007,4197.530018611201,71397.6,2017
Arizona,49819.997852393004,0.0,49819.997852393004,8251.0160091788,6051.8701211828,14397.423867137402,1637.24299811371,2560.71500150785,2454.18501361108,14467.5441266896,297904.9,2017
New Mexico,21471.561289508998,0.0,21471.561289508998,3708.8509682495,2744.4880107370996,6042.405993863699,1862.1430137807997,913.3539887728999,706.0899998287699,5494.2290076946,82859.9,2017
Oklahoma,29599.879437492003,57.57199205315999,29542.308699969,5753.204920678799,4102.7279666334,6773.918014581899,2437.9220130369,2582.5919917239,1007.5969985043299,6884.345941032299,174240.3,2017
Texas,225426.60483733797,0.0,225426.60483733797,56489.11348747229,30528.2417528385,38591.617513079706,24725.9953872639,15187.072340844003,8208.159003731971,51696.402437676596,1387824.3,2017
Colorado,50379.669700767,2.01599549008,50377.65382914001,9949.6799930517,6451.8550482034,8475.2179142818,3644.1428529637997,3261.6561391854,1890.8860068717302,16704.2161532741,309657.7,2017
Idaho,11676.570711287999,0.0,11676.570711287999,2204.638012864,1126.8169701824,2534.7690024832,996.4600228743998,885.0509896535998,456.60399757224,3472.2320111303993,72066.4,2017
Montana,9505.99689807,0.0,9505.99689807,1867.8280130375,972.0559825529999,2222.087010212,595.976981186,838.2909895875,333.10299927010004,2676.655010018,48774.5,2017
Utah,25996.724525807993,0.004000578012,25996.720456043997,5108.640989623199,4572.6089817132,3907.9189818359996,2997.392038704,1832.0069777759998,783.2450062025998,6794.907954994799,135658.8,2017
Wyoming,9099.52993937,23.018998499400002,9076.511019875,1909.1539996225001,910.9719861045,858.541999866,1811.56299156,663.50199415,223.15199981845,2699.6260059595,32918.5,2017
California,461191.07733131194,2886.44308338516,458304.64329064,85975.6380944164,41476.360844213596,112014.8100014456,53613.37451534559,16441.05901457304,18875.3699179248,129908.02301933001,2318644.4,2017
Nevada,22009.659063791998,1.72100638659,22007.937734217,4631.745048891301,1498.4130390198002,3944.4039574071003,1527.0340425426002,2029.1690648256001,1268.92699602285,7108.245936799501,140516.7,2017
Oregon,44388.169887915,0.0,44388.169887915,7581.817957232701,4776.668903316,10494.0040122396,4475.685917109,2119.5400149045004,1375.2200009488201,13565.232007587603,198995.7,2017
Washington,74569.904802885,0.0,74569.904802885,15748.7570187045,7464.391188132,12388.674096309,10741.602040426498,4392.6899060535,2056.1319973485,21777.656850777,426283.5,2017
Alaska,12727.444154841,0.0,12727.444154841,2346.8570030943,847.0850049612001,2576.8740017457,699.7009824396,1412.5500151569001,365.30499935493,4479.071948352,42497.1,2017
Hawaii,14038.845035082,0.38200009935,14038.463072211,2068.6820201364003,1206.6129659922,3067.0999806123,1231.8619775292,611.39099892777,482.76800272353,5370.0469773762,74456.7,2017
Connecticut,34344.591751053,0.0,34344.591751053,9672.991906210198,3183.4959084020998,3889.8220217654994,2476.2890061263997,2112.3149988763203,1226.2150060714498,11783.4630885852,264263.1,2018
Maine,12013.34514401,0.0,12013.34514401,2677.1420163109997,802.7260213783999,3365.9539690861,461.50099908555995,977.1380190383,311.58900274145,3417.2950056623004,65121.7,2018
Massachusetts,80215.24675864702,0.0,80215.24675864702,16555.776160678302,5422.596117611401,23807.565187442397,3432.57400829525,3427.4200038533004,2327.95997758597,25241.355205939602,486203.9,2018
New Hampshire,11411.143270252001,0.0,11411.143270252001,3080.4569589662,891.9160201149,2405.9529943141,236.05699861777,757.7640014127701,463.22099868483997,3575.7750320258997,83161.1,2018
Rhode Island,11320.895024743999,19.90699911914,11300.988157580001,2560.8329776192,726.4650245508,3198.5200182730005,319.88600035598,548.50199809862,475.98100219322004,3470.8010160084004,57371.8,2018
Vermont,7484.619963292,0.0,7484.619963292,1855.8669847063998,864.7049843295999,1805.7950117667997,420.4529951775999,642.0040036624,205.88800082647998,1689.9079961975997,33437.2,2018
Delaware,10830.605973059999,1.4060000589,10829.20006536,2079.7480236105002,1387.5940076505,2701.766999883,614.31598746,763.131009642,358.7149996341,2923.9289964315,51310.5,2018
District of Columbia,14324.343139350001,0.0,14324.343139350001,2905.9350091258,135.72600181234,3759.6089818374,1097.1260001873002,601.1259846552,627.8290157571,5196.9920101999005,56572.9,2018
Maryland,62293.415288827004,0.0,62293.415288827004,14074.501831932303,6393.1159810176005,13182.499952148899,2395.97801643922,3729.8491527668,2776.6390089224296,19740.833020485803,372196.9,2018
New Jersey,91956.66223984999,12.499971289,91944.16095515,27669.21879756,7620.853002705,18682.22791026,5090.7030074465,3994.5129931025,3495.443021622,25391.20174485,597005.0,2018
New York,297124.368927705,0.0,297124.368927705,71900.1085992516,14174.5507271064,76235.05435559849,25259.256403245,14916.768757805698,10702.711940763778,83935.92367298159,1316439.9,2018
Pennsylvania,130249.639136925,123.0509945643,130126.59401632001,30711.330007105,10873.765289348501,31639.810994253003,10503.149259988,10896.478170753999,3864.4299721918,31637.628316937502,716336.5,2018
Illinois,123436.58409709999,15.375009279179997,123421.208286618,27303.359836945798,9452.4102355424,23255.640216699998,5284.6729821423,7901.9130695178,5693.29399535078,44529.9196984978,728366.2,2018
Indiana,55732.846860305996,1.1549882658000001,55731.690604911004,10592.795897785201,6703.8718448262,13964.6868876222,6359.0989775805,2734.1039985602997,1512.01199157714,13865.120943602999,316782.3,2018
Michigan,88647.48421488,1.6150181136000001,88645.868958528,18216.289842172802,12462.1492144416,17449.9588633824,9681.299102044799,4660.9630025904,2735.8180041427195,23439.388976198403,476476.8,2018
Ohio,109125.42090486998,16.45102753513,109108.97175756299,24894.5719868837,10080.790130747699,29131.655252282802,8454.0002294548,6040.5980876951,3819.5069895338297,26687.8469728305,569766.1,2018
Wisconsin,54010.470138448996,0.0,54010.470138448996,12188.085105099099,6080.192892622799,12760.8100392029,3788.3448858391,4549.156940126599,1865.7070039727296,12778.173956364997,297730.1,2018
Iowa,31939.474965822003,0.0,31939.474965822003,6843.3489450816005,3684.8810295810003,6224.016061720401,4567.9089759684,2854.6109493206004,837.9979952433999,6926.711008906601,156072.2,2018
Kansas,27160.144408242006,0.0420055074,27160.102700646003,6275.9969822784005,3383.3319550203005,4446.721037003701,4254.841070846101,1715.8789499787001,850.48199297328,6232.850027349301,148955.7,2018
Minnesota,62805.977767278,1.7659914132299996,62804.213469845985,13415.555945663396,5595.414970340999,17055.555964683,3595.2741202611,5019.315925450499,2159.8960009090797,15963.200158995,319619.1,2018
Missouri,47893.44091928,16.788013600600003,47876.65258728,10662.650864118,3826.2229570400004,9863.565047754,6476.211087698,2598.662002651,1866.0039978359998,12583.337932725999,289454.0,2018
Nebraska,18005.196716236,54.212003211900004,17950.984662422,4683.2949955316,2337.390950318,2896.9960320709997,1217.7200040894,1646.9479655588,529.0239961101801,4639.6110122352,101204.2,2018
North Dakota,9123.529956783,0.0,9123.529956783,1803.1619937133,978.790017337,1546.8990007504,246.01700123209002,1423.1799798997,234.32100001662002,2891.1610023736,42821.9,2018
South Dakota,7179.9862008,0.0,7179.9862008,1609.952996736,796.714997232,1186.0809962399999,324.21400018559996,955.915978752,216.5780006208,2090.52901008,46032.0,2018
Alabama,40973.263365528,0.0,40973.263365528,7986.7580213824,5515.6780745040005,6729.62504916,7529.4728989064015,2841.3930328888,1297.57399809752,9072.762021419201,207053.6,2018
Arkansas,24521.234581211997,0.18899552184,24521.044826671998,5275.769031356,2840.3810076063996,6823.203040749199,1655.0529695912,2001.5390015624,721.03300457716,5204.0669413544,130865.2,2018
Florida,162663.48406155602,0.0,162663.48406155602,29236.956325858802,11497.3369040712,28957.9598129496,16027.0321027692,11170.007247571803,8870.40298971282,56903.79378840901,1087188.6,2018
Georgia,74396.22274484001,0.0,74396.22274484001,20737.976927205604,6329.0999118122,12698.5652028396,7615.895806291401,4374.69098523344,2772.65202316289,19867.3397676428,493174.9,2018
Kentucky,39358.09486126,0.0,39358.09486126,7447.087943204,4365.418001246,11823.621939518001,3405.8300189620004,2213.1190095320003,773.0549961402002,9329.962971494,188362.0,2018
Louisiana,43439.45365914,0.0,43439.45365914,7980.602930581601,3337.9400448767997,12241.6189026868,3686.7880323780005,2260.4150644064002,1555.27300137,12376.8150375056,215111.6,2018
Mississippi,26151.559367947,0.0,26151.559367947,4593.7260419828,2972.1949880439,6264.831963878,4471.3460439172995,1751.8240007203,769.48999843974,5328.1460376379,112818.1,2018
North Carolina,83975.91393460998,0.0,83975.91393460998,15467.915850402198,10699.862988212299,15309.210936461399,14970.0030521746,5746.1971366513,3317.61501989822,18465.1081900367,475483.3,2018
South Carolina,44045.144610952,0.0,44045.144610952,9453.1790154009,4511.4289788577,8043.3030841696,8136.8839733198,2326.025905347,1322.6370009511302,10251.687075778802,222564.7,2018
Tennessee,49281.899461762,0.0,49281.899461762,10169.5811416661,3758.7400602531998,11956.001100903199,5154.7508447457,2571.7540091566398,2180.63701057565,13490.435070497,319949.3,2018
Virginia,76236.972520416,0.13500640512,76236.83673811199,17581.684829752798,8502.295077671999,12652.7168787168,8246.3401003272,5594.647970448,2555.8649811732,21103.288112364,484936.8,2018
West Virginia,16138.979899787,0.0,16138.979899787,3003.0189965662003,1644.2610328283997,4584.7319801616995,653.9849977743099,1319.7620366667998,409.34099947774,4523.8799684787,74777.9,2018
Arizona,51447.80423272,0.0,51447.80423272,8527.4540708966,6369.9400745792,15117.068928144401,1572.24699507666,2674.63800077348,2398.55298773832,14787.9039016954,315732.2,2018
New Mexico,21878.174387797,0.0,21878.174387797,3564.5690424981,2882.7210341111,6347.016997421099,1874.5989587324996,955.7090112934,717.2090010731099,5536.349987886899,86531.9,2018
Oklahoma,29500.784443605,44.906997244079996,29455.878468777,5977.239940755299,3887.9790551474994,6790.2630166797,2395.330998168,2565.7659329609996,1026.5879940421498,6812.711074587599,182574.3,2018
